src_note_id,src_name,dst_note_id,dst_name,method,score,confidence,needs_review
NOTE-0003,agarwood_oud,NOTE-0003,agarwood_oud,exact_id,1.0,high,False
NOTE-0005,aldehydes,NOTE-0005,aldehydes,exact_id,1.0,high,False
NOTE-0012,amber_accord,NOTE-0012,amber_accord,exact_id,1.0,high,False
NOTE-0016,amberwood,NOTE-0016,amberwood,exact_id,1.0,high,False
NOTE-0021,ambroxan,NOTE-0021,ambroxan,exact_id,1.0,high,False
NOTE-0027,apple,NOTE-0027,apple,exact_id,1.0,high,False
NOTE-0039,benzoin,NOTE-0039,benzoin,exact_id,1.0,high,False
NOTE-0040,bergamot,NOTE-0040,bergamot,exact_id,1.0,high,False
NOTE-0046,birch_tar,NOTE-0046,birch_tar,exact_id,1.0,high,False
NOTE-0075,cade_oil,NOTE-0075,cade_oil,exact_id,1.0,high,False
NOTE-0087,cashmeran,NOTE-0087,cashmeran,exact_id,1.0,high,False
NOTE-0094,cedarwood,NOTE-0094,cedarwood,exact_id,1.0,high,False
NOTE-0116,clary_sage,NOTE-0116,clary_sage,exact_id,1.0,high,False
NOTE-0134,coumarin,NOTE-0134,coumarin,exact_id,1.0,high,False
NOTE-0140,cypriol,NOTE-0140,cypriol,exact_id,1.0,high,False
NOTE-0155,eucalyptus,NOTE-0155,eucalyptus,exact_id,1.0,high,False
NOTE-0166,freesia,NOTE-0166,freesia,exact_id,1.0,high,False
NOTE-0169,galbanum,NOTE-0169,galbanum,exact_id,1.0,high,False
NOTE-0175,grapefruit,NOTE-0175,grapefruit,exact_id,1.0,high,False
NOTE-0180,green_apple,NOTE-0180,green_apple,exact_id,1.0,high,False
NOTE-0187,guaiac_wood,NOTE-0187,guaiac_wood,exact_id,1.0,high,False
NOTE-0193,hedione,NOTE-0193,hedione,exact_id,1.0,high,False
NOTE-0194,heliotrope,NOTE-0194,heliotrope,exact_id,1.0,high,False
NOTE-0204,iris,NOTE-0204,iris,exact_id,1.0,high,False
NOTE-0205,iso_e_super,NOTE-0205,iso_e_super,exact_id,1.0,high,False
NOTE-0209,jasmine,NOTE-0209,jasmine,exact_id,1.0,high,False
NOTE-0220,labdanum,NOTE-0220,labdanum,exact_id,1.0,high,False
NOTE-0222,lavender,NOTE-0222,lavender,exact_id,1.0,high,False
NOTE-0225,lemon,NOTE-0225,lemon,exact_id,1.0,high,False
NOTE-0233,lily_of_the_valley,NOTE-0233,lily_of_the_valley,exact_id,1.0,high,False
NOTE-0269,musk,NOTE-0269,musk,exact_id,1.0,high,False
NOTE-0284,opoponax,NOTE-0284,opoponax,exact_id,1.0,high,False
NOTE-0296,oud_accord,NOTE-0296,oud_accord,exact_id,1.0,high,False
NOTE-0303,pear,NOTE-0303,pear,exact_id,1.0,high,False
NOTE-0306,peony,NOTE-0306,peony,exact_id,1.0,high,False
NOTE-0309,peru_balsam,NOTE-0309,peru_balsam,exact_id,1.0,high,False
NOTE-0319,pink_pepper,NOTE-0319,pink_pepper,exact_id,1.0,high,False
NOTE-0327,raspberry,NOTE-0327,raspberry,exact_id,1.0,high,False
NOTE-0338,rose,NOTE-0338,rose,exact_id,1.0,high,False
NOTE-0344,rosemary,NOTE-0344,rosemary,exact_id,1.0,high,False
NOTE-0349,saffron,NOTE-0349,saffron,exact_id,1.0,high,False
NOTE-0354,sandalwood,NOTE-0354,sandalwood,exact_id,1.0,high,False
NOTE-0375,strawberry,NOTE-0375,strawberry,exact_id,1.0,high,False
NOTE-0395,tolu_balsam,NOTE-0395,tolu_balsam,exact_id,1.0,high,False
NOTE-0399,tonka_bean,NOTE-0399,tonka_bean,exact_id,1.0,high,False
NOTE-0407,vanilla,NOTE-0407,vanilla,exact_id,1.0,high,False
NOTE-0408,vanilla_absolute,NOTE-0408,vanilla_absolute,exact_id,1.0,high,False
NOTE-0418,violet,NOTE-0418,violet,exact_id,1.0,high,False
NOTE-0420,violet_leaf,NOTE-0420,violet_leaf,exact_id,1.0,high,False
NOTE-0434,white_musk,NOTE-0434,white_musk,exact_id,1.0,high,False
NOTE-0447,lavender_absolute,,,unmatched,0.0,none,False
NOTE-0448,lavandin_oil,NOTE-0221,lavandin,stem_equal,1.0,high,False
NOTE-0449,bergamot_oil,NOTE-0076,calabrian_bergamot,stem_subset_single,0.5,medium,True
NOTE-0450,geranium_oil,NOTE-0064,bourbon_geranium,stem_equal,1.0,high,False
NOTE-0451,clary_sage_oil,NOTE-0350,sage,stem_subset_single,0.5,medium,True
NOTE-0452,oakmoss_absolute,NOTE-0280,oakmoss,cas,1.0,high,False
NOTE-0453,vetiver_haiti,NOTE-0066,bourbon_vetiver,stem_equal,1.0,high,False
NOTE-0454,cedarwood_atlas,,,unmatched,0.0,none,False
NOTE-0455,labdanum_absolute,NOTE-0107,cistus_labdanum,stem_subset_single,0.5,medium,True
NOTE-0456,vanillin,NOTE-0413,vanille,fuzzy,0.8,medium,True
NOTE-0457,benzoin_siam,NOTE-0363,siam_benzoin,stem_equal,1.0,high,False
NOTE-0458,patchouli_alcohol,NOTE-0301,patchouli,stem_equal,1.0,high,False
NOTE-0459,cedarwood_virginia,,,unmatched,0.0,none,False
NOTE-0460,vetiveryl_acetate,,,unmatched,0.0,none,False
NOTE-0461,sandalore,,,unmatched,0.0,none,False
NOTE-0462,patchouli_coeur,NOTE-0224,leather_accord,cas,1.0,high,False
NOTE-0463,evernyl,,,unmatched,0.0,none,False
NOTE-0464,aldehyde_c_12_mna,,,unmatched,0.0,none,False
NOTE-0465,musk_ketone,,,unmatched,0.0,none,False
NOTE-0466,black_tea_absolute,NOTE-0224,leather_accord,cas,1.0,high,False
NOTE-0467,mate_absolute,NOTE-0254,mate,stem_equal,1.0,high,False
NOTE-0468,hay_absolute,NOTE-0190,hay,stem_equal,1.0,high,False
NOTE-0469,frankincense_co2,NOTE-0165,frankincense,stem_equal,1.0,high,False
NOTE-0470,myrrh_absolute,NOTE-0271,myrrh,stem_equal,1.0,high,False
NOTE-0471,birch_tar_rectified,NOTE-0043,birch,stem_subset_single,0.5,medium,True
NOTE-0472,guaiac_wood_oil,,,unmatched,0.0,none,False
NOTE-0473,ambergris_accord,NOTE-0015,ambergris,stem_subset_single,0.5,medium,True
NOTE-0474,aldehyde_c_11,,,unmatched,0.0,none,False
NOTE-0475,seaweed_absolute,NOTE-0360,seaweed,stem_equal,1.0,high,False
NOTE-0476,habanolide,,,unmatched,0.0,none,False
NOTE-0477,galbanum_resin,NOTE-0334,resin,stem_subset_single,0.5,medium,True
NOTE-0478,elemi_resin,NOTE-0154,elemi,cas,1.0,high,False
NOTE-0479,lentisque_absolute,NOTE-0228,lentisque,stem_equal,1.0,high,False
NOTE-0480,violet_leaf_absolute,,,unmatched,0.0,none,False
NOTE-0481,orris_concrete,NOTE-0292,orris,stem_equal,1.0,high,False
NOTE-0482,rice_powder_accord,,,unmatched,0.0,none,False
NOTE-0483,mimosa_absolute,NOTE-0262,mimosa,stem_equal,1.0,high,False
NOTE-0484,heliotropin,,,unmatched,0.0,none,False
NOTE-0485,isobutyl_quinoline,,,unmatched,0.0,none,False
NOTE-0486,geosmin_trace,,,unmatched,0.0,none,False
NOTE-0487,cardamom_co2,NOTE-0081,cardamom,stem_equal,1.0,high,False
NOTE-0488,pink_pepper_co2,NOTE-0243,madagascar_pepper,stem_subset_single,0.5,medium,True
NOTE-0489,aldehyde_c_10,,,unmatched,0.0,none,False
NOTE-0490,lemon_oil,NOTE-0009,amalfi_lemon,stem_subset_single,0.5,medium,True
NOTE-0491,petitgrain_oil,NOTE-0311,petitgrain,cas,1.0,high,False
NOTE-0492,jasmine_absolute,NOTE-0152,egyptian_jasmine,stem_subset_single,0.5,medium,True
NOTE-0493,orange_blossom_absolute,NOTE-0275,neroli,cas,1.0,high,False
NOTE-0494,ylang_ylang_extra,NOTE-0445,ylang_ylang,cas,1.0,high,False
NOTE-0495,ethyl_maltol,,,unmatched,0.0,none,False
NOTE-0496,tonka_bean_absolute,NOTE-0398,tonka,stem_subset_single,0.5,medium,True
NOTE-0497,calone,,,unmatched,0.0,none,False
NOTE-0498,dihydromyrcenol,,,unmatched,0.0,none,False
NOTE-0499,lavender_oil,,,unmatched,0.0,none,False
NOTE-0500,phenyl_ethyl_alcohol,,,unmatched,0.0,none,False
NOTE-0501,rose_absolute,NOTE-0342,rose_oil,stem_equal,1.0,high,False
NOTE-0502,geraniol,,,unmatched,0.0,none,False
NOTE-0503,citronellol,,,unmatched,0.0,none,False
NOTE-0504,damascenone,,,unmatched,0.0,none,False
NOTE-0505,galaxolide,,,unmatched,0.0,none,False
NOTE-0506,helvetolide,,,unmatched,0.0,none,False
NOTE-0507,ambrettolide,NOTE-0017,ambrette,fuzzy,0.8,medium,True
NOTE-0508,ethylene_brassylate,,,unmatched,0.0,none,False
NOTE-0509,linalool,,,unmatched,0.0,none,False
NOTE-0510,linalyl_acetate,,,unmatched,0.0,none,False
NOTE-0511,gamma_undecalactone,,,unmatched,0.0,none,False
NOTE-0512,cinnamon_bark_oil,NOTE-0104,cinnamon,stem_subset_single,0.5,medium,True
NOTE-0513,clove_bud_oil,NOTE-0119,clove,stem_subset_single,0.5,medium,True
NOTE-0514,nutmeg_oil,NOTE-0277,nutmeg,stem_equal,1.0,high,False
NOTE-0515,patchouli_heart,NOTE-0301,patchouli,stem_subset_single,0.5,medium,True
NOTE-0516,castoreum_replacer,NOTE-0224,leather_accord,cas,1.0,high,False
NOTE-0517,fig_leaf_accord,NOTE-0158,fig_leaf,stem_subset_multi,0.6667,high,False
NOTE-0518,coconut_lactone,NOTE-0124,coconut,cas,1.0,high,False
NOTE-0519,tobacco_absolute,NOTE-0390,tobacco,cas,1.0,high,False
NOTE-0520,honey_accord,NOTE-0197,honey,stem_subset_single,0.5,medium,True
NOTE-0521,peppermint_oil,,,unmatched,0.0,none,False
NOTE-0522,menthol_crystals,,,unmatched,0.0,none,False
NOTE-0523,eucalyptol,,,unmatched,0.0,none,False
NOTE-0524,benzyl_salicylate,NOTE-0022,amyl_salicylate,fuzzy,0.8125,medium,True
NOTE-0525,cypriol_oil,NOTE-0141,cypriol_oil_or_nagarmotha,stem_subset_single,0.3333,medium,True
NOTE-0526,grapefruit_oil,NOTE-0058,blood_grapefruit,stem_subset_single,0.5,medium,True
NOTE-0527,orris_butter,NOTE-0292,orris,stem_equal,1.0,high,False
NOTE-0528,iris_aldehyde,,,unmatched,0.0,none,False
NOTE-0529,carrot_seed_oil,NOTE-0084,carrot,stem_subset_single,0.5,medium,True
NOTE-0530,neroli_oil,NOTE-0275,neroli,cas,1.0,high,False
NOTE-0531,hexyl_acetate,,,unmatched,0.0,none,False
NOTE-0532,cis_3_hexenol,NOTE-0158,fig_leaf,cas,1.0,high,False
NOTE-0533,aldehyde_c_6,,,unmatched,0.0,none,False
NOTE-0534,ionone_alpha,,,unmatched,0.0,none,False
NOTE-0535,rosemary_oil,NOTE-0342,rose_oil,fuzzy,0.8,medium,True
NOTE-0536,benzaldehyde,,,unmatched,0.0,none,False
NOTE-0537,pepper_black,NOTE-0053,black_pepper,stem_equal,1.0,high,False
NOTE-0538,ethyl_vanillin,,,unmatched,0.0,none,False
NOTE-0539,frankincense_resin,NOTE-0165,frankincense,stem_subset_single,0.5,medium,True
NOTE-0540,aldehyde_c_12_lauric,,,unmatched,0.0,none,False
NOTE-0541,rose_oxide,NOTE-0342,rose_oil,stem_subset_single,0.5,medium,True
NOTE-0542,coffee_absolute,NOTE-0123,cocoa,cas,1.0,high,False
NOTE-0543,pyrazine_accord,,,unmatched,0.0,none,False
NOTE-0544,cocoa_absolute,NOTE-0123,cocoa,stem_equal,1.0,high,False
NOTE-0545,benzyl_alcohol,NOTE-0157,fig,cas,1.0,high,False
NOTE-0546,cinnamon_leaf_oil,NOTE-0105,cinnamon_leaf,stem_equal,1.0,high,False
NOTE-0547,cinnamyl_alcohol,,,unmatched,0.0,none,False
NOTE-0548,clove_oil,NOTE-0119,clove,stem_equal,1.0,high,False
NOTE-0549,ginger_co2,NOTE-0172,ginger,stem_equal,1.0,high,False
NOTE-0550,cardamom_oil,NOTE-0081,cardamom,cas,1.0,high,False
NOTE-0551,ethyl_butyrate,NOTE-0318,pineapple,cas,1.0,high,False
NOTE-0552,eugenol,NOTE-0119,clove,cas,1.0,high,False
NOTE-0553,mace_oil,NOTE-0242,mace,stem_equal,1.0,high,False
NOTE-0554,black_pepper_oil,NOTE-0053,black_pepper,cas,1.0,high,False
NOTE-0555,saffron_accord,,,unmatched,0.0,none,False
NOTE-0556,suederal,,,unmatched,0.0,none,False
NOTE-0557,basil_oil,NOTE-0036,basil,cas,1.0,high,False
NOTE-0558,thyme_oil,NOTE-0388,thyme,cas,1.0,high,False
