src_note_id,src_name,dst_note_id,dst_name,method,score,confidence,needs_review
NOTE-0003,agarwood_oud,NOTE-0003,agarwood_oud,exact_id,1.0,high,False
NOTE-0005,aldehydes,NOTE-0005,aldehydes,exact_id,1.0,high,False
NOTE-0012,amber_accord,NOTE-0012,amber_accord,exact_id,1.0,high,False
NOTE-0016,amberwood,NOTE-0016,amberwood,exact_id,1.0,high,False
NOTE-0021,ambroxan,NOTE-0021,ambroxan,exact_id,1.0,high,False
NOTE-0027,apple,NOTE-0027,apple,exact_id,1.0,high,False
NOTE-0039,benzoin,NOTE-0039,benzoin,exact_id,1.0,high,False
NOTE-0040,bergamot,NOTE-0040,bergamot,exact_id,1.0,high,False
NOTE-0046,birch_tar,NOTE-0046,birch_tar,exact_id,1.0,high,False
NOTE-0075,cade_oil,NOTE-0075,cade_oil,exact_id,1.0,high,False
NOTE-0087,cashmeran,NOTE-0087,cashmeran,exact_id,1.0,high,False
NOTE-0094,cedarwood,NOTE-0094,cedarwood,exact_id,1.0,high,False
NOTE-0116,clary_sage,NOTE-0116,clary_sage,exact_id,1.0,high,False
NOTE-0134,coumarin,NOTE-0134,coumarin,exact_id,1.0,high,False
NOTE-0140,cypriol,NOTE-0140,cypriol,exact_id,1.0,high,False
NOTE-0155,eucalyptus,NOTE-0155,eucalyptus,exact_id,1.0,high,False
NOTE-0166,freesia,NOTE-0166,freesia,exact_id,1.0,high,False
NOTE-0169,galbanum,NOTE-0169,galbanum,exact_id,1.0,high,False
NOTE-0175,grapefruit,NOTE-0175,grapefruit,exact_id,1.0,high,False
NOTE-0180,green_apple,NOTE-0180,green_apple,exact_id,1.0,high,False
NOTE-0187,guaiac_wood,NOTE-0187,guaiac_wood,exact_id,1.0,high,False
NOTE-0193,hedione,NOTE-0193,hedione,exact_id,1.0,high,False
NOTE-0194,heliotrope,NOTE-0194,heliotrope,exact_id,1.0,high,False
NOTE-0204,iris,NOTE-0204,iris,exact_id,1.0,high,False
NOTE-0205,iso_e_super,NOTE-0205,iso_e_super,exact_id,1.0,high,False
NOTE-0209,jasmine,NOTE-0209,jasmine,exact_id,1.0,high,False
NOTE-0220,labdanum,NOTE-0220,labdanum,exact_id,1.0,high,False
NOTE-0222,lavender,NOTE-0222,lavender,exact_id,1.0,high,False
NOTE-0225,lemon,NOTE-0225,lemon,exact_id,1.0,high,False
NOTE-0233,lily_of_the_valley,NOTE-0233,lily_of_the_valley,exact_id,1.0,high,False
NOTE-0269,musk,NOTE-0269,musk,exact_id,1.0,high,False
NOTE-0284,opoponax,NOTE-0284,opoponax,exact_id,1.0,high,False
NOTE-0296,oud_accord,NOTE-0296,oud_accord,exact_id,1.0,high,False
NOTE-0303,pear,NOTE-0303,pear,exact_id,1.0,high,False
NOTE-0306,peony,NOTE-0306,peony,exact_id,1.0,high,False
NOTE-0309,peru_balsam,NOTE-0309,peru_balsam,exact_id,1.0,high,False
NOTE-0319,pink_pepper,NOTE-0319,pink_pepper,exact_id,1.0,high,False
NOTE-0327,raspberry,NOTE-0327,raspberry,exact_id,1.0,high,False
NOTE-0338,rose,NOTE-0338,rose,exact_id,1.0,high,False
NOTE-0344,rosemary,NOTE-0344,rosemary,exact_id,1.0,high,False
NOTE-0349,saffron,NOTE-0349,saffron,exact_id,1.0,high,False
NOTE-0354,sandalwood,NOTE-0354,sandalwood,exact_id,1.0,high,False
NOTE-0375,strawberry,NOTE-0375,strawberry,exact_id,1.0,high,False
NOTE-0395,tolu_balsam,NOTE-0395,tolu_balsam,exact_id,1.0,high,False
NOTE-0399,tonka_bean,NOTE-0399,tonka_bean,exact_id,1.0,high,False
NOTE-0407,vanilla,NOTE-0407,vanilla,exact_id,1.0,high,False
NOTE-0408,vanilla_absolute,NOTE-0408,vanilla_absolute,exact_id,1.0,high,False
NOTE-0418,violet,NOTE-0418,violet,exact_id,1.0,high,False
NOTE-0420,violet_leaf,NOTE-0420,violet_leaf,exact_id,1.0,high,False
NOTE-0434,white_musk,NOTE-0434,white_musk,exact_id,1.0,high,False
NOTE-0001,african_geranium,NOTE-0450,geranium_oil,stem_subset_single,0.5,medium,True
NOTE-0002,african_orange_flower,,,unmatched,0.0,none,False
NOTE-0004,akigalawood,,,unmatched,0.0,none,False
NOTE-0006,almond,NOTE-0620,almond_accord,stem_subset_single,0.5,medium,True
NOTE-0007,almond_blossom,,,unmatched,0.0,none,False
NOTE-0008,almond_milk,,,unmatched,0.0,none,False
NOTE-0009,amalfi_lemon,NOTE-0490,lemon_oil,stem_subset_single,0.5,medium,True
NOTE-0010,amalfi_lemon_mandarin_orange,NOTE-0490,lemon_oil,stem_subset_single,0.25,medium,True
NOTE-0011,amber,,,unmatched,0.0,none,False
NOTE-0013,amber_like_woods,,,unmatched,0.0,none,False
NOTE-0014,amber_notes,,,unmatched,0.0,none,False
NOTE-0015,ambergris,NOTE-0473,ambergris_accord,stem_subset_single,0.5,medium,True
NOTE-0017,ambrette,NOTE-0616,ambrette_seed_oil,stem_subset_single,0.5,medium,True
NOTE-0018,ambrette_musk_mallow,,,unmatched,0.0,none,False
NOTE-0019,ambrette_seed,NOTE-0616,ambrette_seed_oil,stem_equal,1.0,high,False
NOTE-0020,ambrox,,,unmatched,0.0,none,False
NOTE-0022,amyl_salicylate,NOTE-0524,benzyl_salicylate,fuzzy,0.8125,medium,True
NOTE-0023,amyris,,,unmatched,0.0,none,False
NOTE-0024,angelica,,,unmatched,0.0,none,False
NOTE-0025,animal_notes,,,unmatched,0.0,none,False
NOTE-0026,anise,,,unmatched,0.0,none,False
NOTE-0028,apricot,NOTE-0598,apricot_accord,stem_subset_single,0.5,medium,True
NOTE-0029,aromatic_citrus,,,unmatched,0.0,none,False
NOTE-0030,aromatic_herbs,,,unmatched,0.0,none,False
NOTE-0031,aromatic_spices,,,unmatched,0.0,none,False
NOTE-0032,artemisia,,,unmatched,0.0,none,False
NOTE-0033,balsamic_resins,,,unmatched,0.0,none,False
NOTE-0034,balsamic_woods,,,unmatched,0.0,none,False
NOTE-0035,banana,,,unmatched,0.0,none,False
NOTE-0036,basil,NOTE-0557,basil_oil,cas,1.0,high,False
NOTE-0037,bay_leaf,,,unmatched,0.0,none,False
NOTE-0038,beeswax,NOTE-0575,beeswax_absolute,cas,1.0,high,False
NOTE-0041,berries,,,unmatched,0.0,none,False
NOTE-0042,bigarade_bitter_orange,,,unmatched,0.0,none,False
NOTE-0043,birch,NOTE-0471,birch_tar_rectified,stem_subset_single,0.5,medium,True
NOTE-0044,birch_leaf,,,unmatched,0.0,none,False
NOTE-0045,birch_leaves,,,unmatched,0.0,none,False
NOTE-0047,bitter_almond,,,unmatched,0.0,none,False
NOTE-0048,bitter_orange,,,unmatched,0.0,none,False
NOTE-0049,black_amber,,,unmatched,0.0,none,False
NOTE-0050,black_currant,NOTE-0588,blackcurrant_bud,fuzzy,0.8276,medium,True
NOTE-0051,black_ink,,,unmatched,0.0,none,False
NOTE-0052,black_licorice,,,unmatched,0.0,none,False
NOTE-0053,black_pepper,NOTE-0554,black_pepper_oil,cas,1.0,high,False
NOTE-0054,black_tea,NOTE-0466,black_tea_absolute,stem_equal,1.0,high,False
NOTE-0055,black_vanilla_husk,,,unmatched,0.0,none,False
NOTE-0056,blackberry,,,unmatched,0.0,none,False
NOTE-0057,blackcurrant,NOTE-0588,blackcurrant_bud,stem_subset_single,0.5,medium,True
NOTE-0058,blood_grapefruit,NOTE-0526,grapefruit_oil,stem_subset_single,0.5,medium,True
NOTE-0059,blood_mandarin,NOTE-0654,mandarin_oil,stem_subset_single,0.5,medium,True
NOTE-0060,blood_orange,,,unmatched,0.0,none,False
NOTE-0061,blue_ginger,NOTE-0549,ginger_co2,stem_subset_single,0.5,medium,True
NOTE-0062,blue_lotus,,,unmatched,0.0,none,False
NOTE-0063,blue_sage,NOTE-0636,sage_oil,stem_subset_single,0.5,medium,True
NOTE-0064,bourbon_geranium,NOTE-0450,geranium_oil,stem_equal,1.0,high,False
NOTE-0065,bourbon_vanilla,,,unmatched,0.0,none,False
NOTE-0066,bourbon_vetiver,NOTE-0453,vetiver_haiti,stem_equal,1.0,high,False
NOTE-0067,bourbon_whiskey,,,unmatched,0.0,none,False
NOTE-0068,brazilian_rosewood,,,unmatched,0.0,none,False
NOTE-0069,brown_sugar,,,unmatched,0.0,none,False
NOTE-0070,bulgarian_rose,NOTE-0501,rose_absolute,stem_subset_single,0.5,medium,True
NOTE-0071,bulrush,,,unmatched,0.0,none,False
NOTE-0072,burnt_match,,,unmatched,0.0,none,False
NOTE-0073,cacao,,,unmatched,0.0,none,False
NOTE-0074,cacao_pod,,,unmatched,0.0,none,False
NOTE-0076,calabrian_bergamot,NOTE-0449,bergamot_oil,stem_subset_single,0.5,medium,True
NOTE-0077,calamansi,,,unmatched,0.0,none,False
NOTE-0078,cappuccino,,,unmatched,0.0,none,False
NOTE-0079,caramel,NOTE-0619,caramel_accord,stem_subset_single,0.5,medium,True
NOTE-0080,caraway,,,unmatched,0.0,none,False
NOTE-0081,cardamom,NOTE-0550,cardamom_oil,cas,1.0,high,False
NOTE-0082,cardamon,,,unmatched,0.0,none,False
NOTE-0083,carnation,,,unmatched,0.0,none,False
NOTE-0084,carrot,NOTE-0529,carrot_seed_oil,stem_subset_single,0.5,medium,True
NOTE-0085,carrot_seeds,NOTE-0529,carrot_seed_oil,fuzzy,0.8148,medium,True
NOTE-0086,cascarilla,,,unmatched,0.0,none,False
NOTE-0088,cashmere_wood,,,unmatched,0.0,none,False
NOTE-0089,cassis,,,unmatched,0.0,none,False
NOTE-0090,castoreum,NOTE-0611,castoreum_absolute,cas,1.0,high,False
NOTE-0091,cedar,,,unmatched,0.0,none,False
NOTE-0092,cedar_leaf,,,unmatched,0.0,none,False
NOTE-0093,cedar_shavings,,,unmatched,0.0,none,False
NOTE-0095,celery_seeds,,,unmatched,0.0,none,False
NOTE-0096,ceylon_cinnamon,NOTE-0612,cinnamon_oil,stem_subset_single,0.5,medium,True
NOTE-0097,chamomile,,,unmatched,0.0,none,False
NOTE-0098,champagne,,,unmatched,0.0,none,False
NOTE-0099,chestnut,,,unmatched,0.0,none,False
NOTE-0100,chilli,,,unmatched,0.0,none,False
NOTE-0101,chilli_accord,,,unmatched,0.0,none,False
NOTE-0102,chinotto,,,unmatched,0.0,none,False
NOTE-0103,chocolate,,,unmatched,0.0,none,False
NOTE-0104,cinnamon,NOTE-0612,cinnamon_oil,stem_equal,1.0,high,False
NOTE-0105,cinnamon_leaf,NOTE-0546,cinnamon_leaf_oil,stem_equal,1.0,high,False
NOTE-0106,cistus,,,unmatched,0.0,none,False
NOTE-0107,cistus_labdanum,NOTE-0455,labdanum_absolute,stem_subset_single,0.5,medium,True
NOTE-0108,citron,,,unmatched,0.0,none,False
NOTE-0109,citrus,,,unmatched,0.0,none,False
NOTE-0110,citrus_notes,,,unmatched,0.0,none,False
NOTE-0111,citrus_nuances,,,unmatched,0.0,none,False
NOTE-0112,citruses,,,unmatched,0.0,none,False
NOTE-0113,citruses_with_sugar,,,unmatched,0.0,none,False
NOTE-0114,citrusy_sparkles,,,unmatched,0.0,none,False
NOTE-0115,civet,NOTE-0569,civet_replacer,stem_subset_single,0.5,medium,True
NOTE-0117,clean_musk,,,unmatched,0.0,none,False
NOTE-0118,clementine,,,unmatched,0.0,none,False
NOTE-0119,clove,NOTE-0552,eugenol,cas,1.0,high,False
NOTE-0120,clover,,,unmatched,0.0,none,False
NOTE-0121,cloves,,,unmatched,0.0,none,False
NOTE-0122,coal,,,unmatched,0.0,none,False
NOTE-0123,cocoa,NOTE-0542,coffee_absolute,cas,1.0,high,False
NOTE-0124,coconut,NOTE-0518,coconut_lactone,cas,1.0,high,False
NOTE-0125,coconut_blossom,,,unmatched,0.0,none,False
NOTE-0126,coconut_milk,,,unmatched,0.0,none,False
NOTE-0127,coffee,NOTE-0542,coffee_absolute,stem_equal,1.0,high,False
NOTE-0128,cognac,,,unmatched,0.0,none,False
NOTE-0129,cool_mint,,,unmatched,0.0,none,False
NOTE-0130,coriander,NOTE-0560,coriander_seed_oil,cas,1.0,high,False
NOTE-0131,coriander_leaf,,,unmatched,0.0,none,False
NOTE-0132,cotton_candy,,,unmatched,0.0,none,False
NOTE-0133,cotton_flower,,,unmatched,0.0,none,False
NOTE-0135,cranberry,,,unmatched,0.0,none,False
NOTE-0136,cucumber,,,unmatched,0.0,none,False
NOTE-0137,cumin,NOTE-0559,cumin_seed_oil,stem_subset_single,0.5,medium,True
NOTE-0138,cyclamen,,,unmatched,0.0,none,False
NOTE-0139,cypress,,,unmatched,0.0,none,False
NOTE-0141,cypriol_oil_or_nagarmotha,NOTE-0623,cypriol_nagarmotha,stem_subset_multi,0.6667,high,False
NOTE-0142,damask_rose,NOTE-0501,rose_absolute,stem_subset_single,0.5,medium,True
NOTE-0143,darjeeling_tea,,,unmatched,0.0,none,False
NOTE-0144,dark_berries,,,unmatched,0.0,none,False
NOTE-0145,dates,,,unmatched,0.0,none,False
NOTE-0146,dried_fruits,,,unmatched,0.0,none,False
NOTE-0147,dried_plum,,,unmatched,0.0,none,False
NOTE-0148,driftwood,,,unmatched,0.0,none,False
NOTE-0149,dry_woods,,,unmatched,0.0,none,False
NOTE-0150,ebony,,,unmatched,0.0,none,False
NOTE-0151,ebony_wood,,,unmatched,0.0,none,False
NOTE-0152,egyptian_jasmine,NOTE-0492,jasmine_absolute,stem_subset_single,0.5,medium,True
NOTE-0153,egyptian_pelargonium,,,unmatched,0.0,none,False
NOTE-0154,elemi,NOTE-0478,elemi_resin,cas,1.0,high,False
NOTE-0156,fennel,,,unmatched,0.0,none,False
NOTE-0157,fig,NOTE-0545,benzyl_alcohol,cas,1.0,high,False
NOTE-0158,fig_leaf,NOTE-0532,cis_3_hexenol,cas,1.0,high,False
NOTE-0159,fir,,,unmatched,0.0,none,False
NOTE-0160,fir_needles,,,unmatched,0.0,none,False
NOTE-0161,flax,,,unmatched,0.0,none,False
NOTE-0162,flint,,,unmatched,0.0,none,False
NOTE-0163,floral_notes,,,unmatched,0.0,none,False
NOTE-0164,frangipani,,,unmatched,0.0,none,False
NOTE-0165,frankincense,NOTE-0613,frankincense_oil,cas,1.0,high,False
NOTE-0167,fruit,,,unmatched,0.0,none,False
NOTE-0168,fruity_notes,,,unmatched,0.0,none,False
NOTE-0170,gardenia,NOTE-0646,gardenia_accord,stem_subset_single,0.5,medium,True
NOTE-0171,geranium,NOTE-0450,geranium_oil,stem_equal,1.0,high,False
NOTE-0172,ginger,NOTE-0635,ginger_oil,cas,1.0,high,False
NOTE-0173,goldenwood,,,unmatched,0.0,none,False
NOTE-0174,grape,,,unmatched,0.0,none,False
NOTE-0176,grapefruit_blossom,NOTE-0526,grapefruit_oil,stem_subset_single,0.5,medium,True
NOTE-0177,grass,,,unmatched,0.0,none,False
NOTE-0178,grasse_rose,NOTE-0501,rose_absolute,stem_subset_single,0.5,medium,True
NOTE-0179,green_accord,NOTE-0594,green_mango_accord,stem_subset_multi,0.6667,high,False
NOTE-0181,green_leaves,,,unmatched,0.0,none,False
NOTE-0182,green_mandarin,NOTE-0654,mandarin_oil,stem_subset_single,0.5,medium,True
NOTE-0183,green_mango,NOTE-0594,green_mango_accord,stem_subset_multi,0.6667,high,False
NOTE-0184,green_notes,,,unmatched,0.0,none,False
NOTE-0185,green_tea,NOTE-0557,basil_oil,cas,1.0,high,False
NOTE-0186,grey_amber,,,unmatched,0.0,none,False
NOTE-0188,haitian_vetiver,NOTE-0453,vetiver_haiti,stem_subset_single,0.5,medium,True
NOTE-0189,hawthorn,,,unmatched,0.0,none,False
NOTE-0190,hay,NOTE-0468,hay_absolute,stem_equal,1.0,high,False
NOTE-0191,hazelnut,,,unmatched,0.0,none,False
NOTE-0192,hedgerow_florals,,,unmatched,0.0,none,False
NOTE-0195,herbs,,,unmatched,0.0,none,False
